replenishment_id,from_station_id,to_station_id,date_key,before_period_id,equipment_id,scenario_id,qty_to_move,distance_km,estimated_time_min,priority,trigger_reason,status,is_active
965,7,6,20250520,3,1,1,14,0.4,2,HIGH,Shortage,Completed,TRUE
966,7,1,20250520,3,1,1,2,1.9,8,HIGH,Shortage,Completed,TRUE
967,2,6,20250520,3,3,1,45,1.3,6,HIGH,Balance,Recommended,TRUE
968,10,8,20250520,3,3,1,1,0.8,4,HIGH,Balance,Completed,TRUE
969,6,5,20250520,3,2,1,1,0.5,2,LOW,Shortage,Approved,TRUE
970,3,2,20250520,4,1,1,3,0.1,2,HIGH,Shortage,Approved,TRUE
971,2,3,20250520,4,3,1,9,0.1,2,HIGH,Shortage,Approved,TRUE
972,1,2,20250521,1,2,1,1,0.2,2,HIGH,Shortage,Recommended,TRUE
973,9,6,20250521,1,3,1,20,1.0,4,HIGH,Shortage,Completed,TRUE
974,10,8,20250521,1,3,1,1,0.8,4,HIGH,Preventive,Approved,TRUE
975,2,7,20250521,1,3,1,6,1.6,7,HIGH,Shortage,Completed,TRUE
976,7,8,20250521,2,1,1,13,0.2,2,HIGH,Shortage,Completed,TRUE
977,7,6,20250521,2,1,1,3,0.4,2,HIGH,Shortage,Completed,TRUE
978,3,2,20250521,2,2,1,3,0.1,2,HIGH,Shortage,Approved,TRUE
979,5,4,20250521,2,2,1,6,0.6,3,HIGH,Balance,Completed,TRUE
980,9,7,20250521,2,3,1,8,0.6,3,HIGH,Shortage,Recommended,TRUE
981,2,1,20250521,2,3,1,2,0.2,2,MEDIUM,Shortage,Recommended,TRUE
982,3,4,20250521,3,1,1,3,0.5,2,HIGH,Shortage,Approved,TRUE
983,5,1,20250521,3,1,1,4,1.4,6,HIGH,Balance,Completed,TRUE
984,3,4,20250521,3,3,1,5,0.5,2,HIGH,Shortage,Completed,TRUE
985,4,3,20250521,4,1,1,2,0.5,2,MEDIUM,Balance,Completed,TRUE
986,3,2,20250522,1,1,1,3,0.1,2,HIGH,Preventive,Approved,TRUE
987,6,8,20250522,1,3,1,3,0.6,3,HIGH,Shortage,Approved,TRUE
988,9,7,20250522,2,3,1,10,0.6,3,HIGH,Shortage,Approved,TRUE
989,4,6,20250522,2,3,1,2,0.7,3,HIGH,Shortage,Approved,TRUE
990,2,3,20250522,2,3,1,7,0.1,2,HIGH,Shortage,Completed,TRUE
991,9,7,20250522,3,1,1,18,0.6,3,HIGH,Shortage,Completed,TRUE
992,4,6,20250522,3,1,1,2,0.7,3,HIGH,Shortage,Recommended,TRUE
993,7,6,20250522,3,2,1,2,0.4,2,MEDIUM,Balance,Completed,TRUE
994,5,2,20250522,4,1,1,10,1.2,5,HIGH,Shortage,Recommended,TRUE
995,6,4,20250522,4,1,1,4,0.7,3,HIGH,Shortage,Recommended,TRUE
996,6,7,20250522,4,3,1,6,0.4,2,HIGH,Shortage,Approved,TRUE
997,3,2,20250523,1,1,1,3,0.1,2,HIGH,Preventive,Completed,TRUE
998,8,7,20250523,1,3,1,11,0.2,2,HIGH,Shortage,Completed,TRUE
999,2,4,20250523,1,3,1,3,0.6,3,MEDIUM,Shortage,Recommended,TRUE
1000,5,4,20250523,2,1,1,4,0.6,3,HIGH,Shortage,Completed,TRUE
1001,3,1,20250523,2,2,1,3,0.3,2,HIGH,Shortage,Recommended,TRUE
1002,2,1,20250523,2,3,1,23,0.2,2,HIGH,Balance,Recommended,TRUE
1003,5,1,20250523,2,1,1,1,1.4,6,LOW,Shortage,Approved,TRUE
1004,3,4,20250523,3,2,1,3,0.5,2,HIGH,Preventive,Approved,TRUE
1005,9,7,20250523,4,3,1,20,0.6,3,HIGH,Shortage,Recommended,TRUE
1006,2,3,20250523,4,3,1,18,0.1,2,HIGH,Shortage,Approved,TRUE
1007,4,5,20250523,4,3,1,3,0.6,3,MEDIUM,Shortage,Completed,TRUE
1008,10,8,20250523,4,3,1,1,0.8,4,LOW,Shortage,Approved,TRUE
1009,5,1,20250524,1,1,1,4,1.4,6,HIGH,Shortage,Approved,TRUE
1010,6,2,20250524,1,1,1,6,1.3,6,HIGH,Shortage,Approved,TRUE
1011,3,4,20250524,1,2,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
1012,2,1,20250524,1,3,1,21,0.2,2,HIGH,Shortage,Approved,TRUE
1013,9,8,20250524,1,3,1,13,0.4,2,HIGH,Shortage,Approved,TRUE
1014,4,5,20250524,2,3,1,10,0.6,3,HIGH,Shortage,Approved,TRUE
1015,6,5,20250524,2,2,1,1,0.5,2,LOW,Shortage,Recommended,TRUE
1016,6,2,20250524,3,1,1,1,1.3,6,HIGH,Balance,Completed,TRUE
1017,7,4,20250524,3,1,1,4,1.1,5,HIGH,Shortage,Completed,TRUE
1018,2,3,20250524,3,3,1,37,0.1,2,HIGH,Shortage,Approved,TRUE
1019,2,6,20250524,3,3,1,34,1.3,6,HIGH,Balance,Completed,TRUE
1020,5,4,20250524,3,2,1,1,0.6,3,LOW,Shortage,Approved,TRUE
1021,3,1,20250524,4,1,1,3,0.3,2,HIGH,Balance,Approved,TRUE
1022,8,7,20250524,4,3,1,11,0.2,2,HIGH,Shortage,Completed,TRUE
1023,8,7,20250525,1,1,1,5,0.2,2,HIGH,Shortage,Approved,TRUE
1024,8,7,20250525,1,3,1,11,0.2,2,HIGH,Shortage,Completed,TRUE
1025,2,1,20250525,1,3,1,16,0.2,2,HIGH,Shortage,Approved,TRUE
1026,3,1,20250525,2,1,1,2,0.3,2,MEDIUM,Shortage,Completed,TRUE
1027,7,6,20250525,3,1,1,2,0.4,2,HIGH,Shortage,Completed,TRUE
1028,10,9,20250525,3,3,1,13,0.4,2,HIGH,Shortage,Approved,TRUE
1029,3,4,20250525,3,3,1,5,0.5,2,HIGH,Balance,Approved,TRUE
1030,2,7,20250525,3,3,1,26,1.6,7,HIGH,Shortage,Approved,TRUE
1031,3,4,20250525,3,2,1,1,0.5,2,LOW,Shortage,Completed,TRUE
1032,3,2,20250525,4,2,1,3,0.1,2,HIGH,Shortage,Completed,TRUE
1033,9,7,20250525,4,3,1,11,0.6,3,HIGH,Shortage,Completed,TRUE
1034,9,8,20250525,4,3,1,1,0.4,2,LOW,Balance,Recommended,TRUE
1035,1,3,20250526,1,1,1,5,0.3,2,HIGH,Balance,Completed,TRUE
1036,5,3,20250526,1,2,1,7,1.1,5,HIGH,Shortage,Completed,TRUE
1037,9,7,20250526,1,3,1,2,0.6,3,HIGH,Balance,Approved,TRUE
1038,2,5,20250526,1,3,1,7,1.2,5,HIGH,Shortage,Completed,TRUE
1039,5,4,20250526,1,1,1,1,0.6,3,LOW,Balance,Approved,TRUE
1040,6,5,20250526,2,1,1,9,0.5,2,HIGH,Preventive,Completed,TRUE
1041,7,8,20250526,2,3,1,18,0.2,2,HIGH,Shortage,Approved,TRUE
1042,2,3,20250526,2,3,1,5,0.1,2,HIGH,Shortage,Approved,TRUE
1043,1,3,20250526,2,1,1,3,0.3,2,MEDIUM,Balance,Approved,TRUE
1044,5,2,20250526,3,1,1,4,1.2,5,HIGH,Shortage,Approved,TRUE
1045,1,2,20250526,3,2,1,1,0.2,2,HIGH,Preventive,Approved,TRUE
1046,2,7,20250526,3,3,1,22,1.6,7,HIGH,Balance,Approved,TRUE
1047,2,1,20250526,3,3,1,18,0.2,2,HIGH,Shortage,Completed,TRUE
1048,2,8,20250526,3,3,1,13,1.8,8,HIGH,Shortage,Completed,TRUE
1049,4,3,20250526,3,2,1,2,0.5,2,MEDIUM,Balance,Completed,TRUE
1050,3,2,20250526,4,1,1,3,0.1,2,HIGH,Shortage,Approved,TRUE
1051,6,4,20250526,4,1,1,4,0.7,3,HIGH,Shortage,Completed,TRUE
1052,10,9,20250526,4,3,1,5,0.4,2,HIGH,Shortage,Completed,TRUE
1053,2,1,20250527,1,3,1,12,0.2,2,HIGH,Shortage,Approved,TRUE
1054,6,5,20250527,1,1,1,3,0.5,2,MEDIUM,Shortage,Approved,TRUE
1055,3,1,20250527,1,2,1,1,0.3,2,LOW,Shortage,Completed,TRUE
1056,1,2,20250527,2,2,1,4,0.2,2,HIGH,Balance,Completed,TRUE
1057,2,4,20250527,2,3,1,31,0.6,3,HIGH,Shortage,Completed,TRUE
1058,7,8,20250527,2,3,1,1,0.2,2,LOW,Balance,Approved,TRUE
1059,3,2,20250527,3,1,1,3,0.1,2,HIGH,Preventive,Approved,TRUE
1060,6,5,20250527,3,1,1,8,0.5,2,HIGH,Shortage,Approved,TRUE
1061,1,3,20250527,3,2,1,1,0.3,2,HIGH,Shortage,Completed,TRUE
1062,8,5,20250527,3,3,1,11,0.8,4,HIGH,Preventive,Completed,TRUE
1063,2,9,20250527,3,3,1,31,2.2,9,HIGH,Shortage,Recommended,TRUE
1064,2,7,20250527,3,3,1,20,1.6,7,HIGH,Balance,Completed,TRUE
1065,2,3,20250527,3,3,1,9,0.1,2,HIGH,Shortage,Completed,TRUE
1066,2,3,20250527,4,3,1,5,0.1,2,HIGH,Balance,Approved,TRUE
1067,7,6,20250527,4,3,1,4,0.4,2,HIGH,Shortage,Approved,TRUE
1068,1,3,20250527,4,1,1,3,0.3,2,MEDIUM,Shortage,Completed,TRUE
1069,1,2,20250528,1,1,1,5,0.2,2,HIGH,Balance,Completed,TRUE
1070,3,2,20250528,1,2,1,3,0.1,2,HIGH,Shortage,Approved,TRUE
1071,9,6,20250528,1,3,1,12,1.0,4,HIGH,Preventive,Completed,TRUE
1072,2,3,20250528,1,3,1,7,0.1,2,HIGH,Shortage,Completed,TRUE
1073,5,3,20250528,1,1,1,3,1.1,5,MEDIUM,Balance,Completed,TRUE
1074,3,4,20250528,2,1,1,3,0.5,2,HIGH,Shortage,Approved,TRUE
1075,1,2,20250528,2,1,1,5,0.2,2,HIGH,Preventive,Approved,TRUE
1076,8,6,20250528,3,3,1,2,0.6,3,HIGH,Shortage,Completed,TRUE
1077,10,9,20250528,3,3,1,6,0.4,2,HIGH,Preventive,Approved,TRUE
1078,2,3,20250528,3,3,1,25,0.1,2,HIGH,Preventive,Approved,TRUE
1079,2,5,20250528,3,3,1,7,1.2,5,HIGH,Shortage,Completed,TRUE
1080,4,2,20250528,3,2,1,3,0.6,3,MEDIUM,Balance,Completed,TRUE
1081,5,1,20250528,3,2,1,2,1.4,6,MEDIUM,Shortage,Recommended,TRUE
1082,8,7,20250528,4,3,1,6,0.2,2,HIGH,Shortage,Recommended,TRUE
1083,5,3,20250528,4,1,1,3,1.1,5,MEDIUM,Shortage,Completed,TRUE
1084,1,3,20250528,4,2,1,2,0.3,2,MEDIUM,Shortage,Completed,TRUE
1085,3,1,20250529,1,1,1,3,0.3,2,HIGH,Shortage,Completed,TRUE
1086,4,2,20250529,1,1,1,2,0.6,3,HIGH,Balance,Recommended,TRUE
1087,2,7,20250529,1,3,1,34,1.6,7,HIGH,Preventive,Recommended,TRUE
1088,2,9,20250529,1,3,1,19,2.2,9,HIGH,Shortage,Recommended,TRUE
1089,2,10,20250529,1,3,1,7,2.5,10,HIGH,Shortage,Completed,TRUE
1090,3,2,20250529,2,1,1,3,0.1,2,HIGH,Shortage,Approved,TRUE
1091,3,2,20250529,2,2,1,3,0.1,2,HIGH,Preventive,Completed,TRUE
1092,2,1,20250529,2,3,1,27,0.2,2,HIGH,Shortage,Completed,TRUE
1093,7,6,20250529,2,2,1,2,0.4,2,MEDIUM,Shortage,Completed,TRUE
1094,7,8,20250529,3,1,1,2,0.2,2,HIGH,Balance,Completed,TRUE
1095,4,6,20250529,3,3,1,2,0.7,3,HIGH,Balance,Completed,TRUE
1096,2,3,20250529,3,3,1,19,0.1,2,HIGH,Balance,Recommended,TRUE
1097,4,1,20250529,3,1,1,1,0.8,4,LOW,Shortage,Recommended,TRUE
1098,3,4,20250529,4,1,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
1099,3,4,20250529,4,3,1,5,0.5,2,HIGH,Preventive,Approved,TRUE
1100,2,1,20250529,4,3,1,12,0.2,2,HIGH,Shortage,Recommended,TRUE
1101,5,1,20250529,4,1,1,1,1.4,6,LOW,Shortage,Approved,TRUE
1102,9,8,20250530,1,3,1,11,0.4,2,HIGH,Shortage,Completed,TRUE
1103,5,3,20250530,1,1,1,3,1.1,5,MEDIUM,Shortage,Completed,TRUE
1104,7,8,20250530,1,2,1,2,0.2,2,MEDIUM,Balance,Approved,TRUE
1105,2,4,20250530,2,3,1,42,0.6,3,HIGH,Shortage,Completed,TRUE
1106,2,3,20250530,2,3,1,7,0.1,2,HIGH,Balance,Completed,TRUE
1107,6,3,20250530,3,1,1,7,1.2,5,HIGH,Shortage,Completed,TRUE
1108,8,7,20250530,3,2,1,4,0.2,2,HIGH,Shortage,Completed,TRUE
1109,9,7,20250530,3,3,1,12,0.6,3,HIGH,Shortage,Recommended,TRUE
1110,2,3,20250530,3,3,1,6,0.1,2,HIGH,Shortage,Approved,TRUE
1111,6,1,20250530,3,1,1,2,1.5,6,MEDIUM,Shortage,Completed,TRUE
1112,2,1,20250530,4,3,1,4,0.2,2,HIGH,Shortage,Approved,TRUE
1113,6,2,20250531,1,1,1,6,1.3,6,HIGH,Shortage,Completed,TRUE
1114,2,3,20250531,1,3,1,14,0.1,2,HIGH,Shortage,Completed,TRUE
1115,7,5,20250531,1,1,1,2,0.7,3,MEDIUM,Shortage,Completed,TRUE
1116,8,7,20250531,1,2,1,3,0.2,2,MEDIUM,Balance,Approved,TRUE
1117,5,2,20250531,3,1,1,4,1.2,5,HIGH,Balance,Completed,TRUE
1118,8,7,20250531,3,1,1,1,0.2,2,HIGH,Shortage,Completed,TRUE
1119,6,3,20250531,3,1,1,2,1.2,5,HIGH,Shortage,Approved,TRUE
1120,1,3,20250531,3,2,1,4,0.3,2,HIGH,Balance,Approved,TRUE
1121,2,4,20250531,3,3,1,41,0.6,3,HIGH,Shortage,Completed,TRUE
1122,9,6,20250531,3,3,1,20,1.0,4,HIGH,Shortage,Approved,TRUE
1123,2,5,20250531,3,3,1,7,1.2,5,HIGH,Preventive,Completed,TRUE
1124,5,4,20250531,3,2,1,3,0.6,3,MEDIUM,Shortage,Approved,TRUE
1125,5,4,20250531,4,1,1,4,0.6,3,HIGH,Balance,Recommended,TRUE
1126,2,4,20250531,4,3,1,26,0.6,3,HIGH,Shortage,Completed,TRUE
1127,6,5,20250531,4,3,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
1128,3,2,20250531,4,2,1,3,0.1,2,MEDIUM,Shortage,Approved,TRUE
1129,2,1,20250531,4,3,1,3,0.2,2,MEDIUM,Preventive,Completed,TRUE
1130,7,8,20250601,1,1,1,3,0.2,2,HIGH,Shortage,Recommended,TRUE
1131,9,7,20250601,1,3,1,12,0.6,3,HIGH,Shortage,Recommended,TRUE
1132,5,6,20250601,1,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
1133,6,7,20250601,2,3,1,3,0.4,2,HIGH,Shortage,Recommended,TRUE
1134,3,5,20250601,2,3,1,5,1.1,5,HIGH,Balance,Recommended,TRUE
1135,6,5,20250601,2,1,1,3,0.5,2,MEDIUM,Preventive,Recommended,TRUE
1136,10,8,20250601,2,3,1,1,0.8,4,LOW,Shortage,Recommended,TRUE
1137,1,3,20250601,3,1,1,5,0.3,2,HIGH,Shortage,Recommended,TRUE
1138,2,3,20250601,3,3,1,52,0.1,2,HIGH,Shortage,Recommended,TRUE
1139,10,9,20250601,3,3,1,5,0.4,2,HIGH,Preventive,Recommended,TRUE
1140,2,5,20250601,3,3,1,7,1.2,5,HIGH,Shortage,Recommended,TRUE
1141,7,6,20250601,3,2,1,2,0.4,2,MEDIUM,Balance,Recommended,TRUE
1142,2,1,20250601,4,3,1,18,0.2,2,HIGH,Preventive,Recommended,TRUE
1143,3,1,20250601,4,1,1,1,0.3,2,LOW,Shortage,Recommended,TRUE
1144,7,8,20250601,4,3,1,1,0.2,2,LOW,Preventive,Recommended,TRUE
1145,8,7,20250602,1,3,1,11,0.2,2,HIGH,Balance,Recommended,TRUE
1146,2,3,20250602,1,3,1,19,0.1,2,HIGH,Balance,Recommended,TRUE
1147,6,5,20250602,1,1,1,2,0.5,2,MEDIUM,Balance,Recommended,TRUE
1148,9,10,20250602,2,3,1,14,0.4,2,HIGH,Balance,Recommended,TRUE
1149,2,1,20250602,2,3,1,12,0.2,2,HIGH,Shortage,Recommended,TRUE
1150,3,2,20250602,3,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1151,5,6,20250602,3,1,1,1,0.5,2,HIGH,Shortage,Recommended,TRUE
1152,8,7,20250602,3,3,1,11,0.2,2,HIGH,Shortage,Recommended,TRUE
1153,2,10,20250602,3,3,1,21,2.5,10,HIGH,Shortage,Recommended,TRUE
1154,3,4,20250602,3,3,1,2,0.5,2,MEDIUM,Shortage,Recommended,TRUE
1155,3,2,20250602,4,2,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1156,3,2,20250603,1,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1157,2,5,20250603,1,3,1,7,1.2,5,HIGH,Balance,Recommended,TRUE
1158,2,1,20250603,1,3,1,4,0.2,2,HIGH,Shortage,Recommended,TRUE
1159,8,7,20250603,1,2,1,1,0.2,2,LOW,Shortage,Recommended,TRUE
1160,2,4,20250603,3,3,1,69,0.6,3,HIGH,Shortage,Recommended,TRUE
1161,9,10,20250603,3,3,1,7,0.4,2,HIGH,Balance,Recommended,TRUE
1162,6,5,20250603,4,1,1,2,0.5,2,HIGH,Shortage,Recommended,TRUE
1163,4,6,20250603,4,3,1,10,0.7,3,HIGH,Shortage,Recommended,TRUE
1164,2,1,20250603,4,3,1,4,0.2,2,HIGH,Shortage,Recommended,TRUE
1165,9,8,20250603,4,3,1,1,0.4,2,LOW,Shortage,Recommended,TRUE
1166,1,2,20250604,1,2,1,4,0.2,2,HIGH,Shortage,Recommended,TRUE
1167,8,5,20250604,1,3,1,1,0.8,4,LOW,Shortage,Recommended,TRUE
1168,7,6,20250604,3,1,1,14,0.4,2,HIGH,Shortage,Recommended,TRUE
1169,5,6,20250604,3,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
1170,3,4,20250604,3,3,1,5,0.5,2,HIGH,Balance,Recommended,TRUE
1171,8,7,20250604,3,3,1,3,0.2,2,HIGH,Balance,Recommended,TRUE
1172,3,2,20250604,3,2,1,3,0.1,2,MEDIUM,Balance,Recommended,TRUE
1173,4,1,20250604,3,2,1,1,0.8,4,LOW,Balance,Recommended,TRUE
1174,2,4,20250604,4,3,1,10,0.6,3,HIGH,Shortage,Recommended,TRUE
1175,1,3,20250605,1,1,1,5,0.3,2,HIGH,Shortage,Recommended,TRUE
1176,1,2,20250605,1,2,1,3,0.2,2,MEDIUM,Preventive,Recommended,TRUE
1177,7,6,20250605,2,2,1,2,0.4,2,MEDIUM,Shortage,Recommended,TRUE
1178,7,8,20250605,3,1,1,7,0.2,2,HIGH,Shortage,Recommended,TRUE
1179,2,4,20250605,3,3,1,44,0.6,3,HIGH,Shortage,Recommended,TRUE
1180,5,8,20250605,3,3,1,5,0.8,4,HIGH,Shortage,Recommended,TRUE
1181,2,7,20250605,3,3,1,21,1.6,7,HIGH,Balance,Recommended,TRUE
1182,5,1,20250605,4,1,1,10,1.4,6,HIGH,Shortage,Recommended,TRUE
1183,6,7,20250605,4,1,1,11,0.4,2,HIGH,Shortage,Recommended,TRUE
1184,6,7,20250605,4,3,1,15,0.4,2,HIGH,Balance,Recommended,TRUE
1185,2,4,20250605,4,3,1,26,0.6,3,HIGH,Shortage,Recommended,TRUE
1186,6,3,20250605,4,1,1,3,1.2,5,MEDIUM,Balance,Recommended,TRUE
1187,3,4,20250606,1,1,1,3,0.5,2,HIGH,Preventive,Recommended,TRUE
1188,9,8,20250606,1,1,1,7,0.4,2,HIGH,Shortage,Recommended,TRUE
1189,3,6,20250606,1,3,1,5,1.2,5,HIGH,Balance,Recommended,TRUE
1190,2,8,20250606,1,3,1,11,1.8,8,HIGH,Shortage,Recommended,TRUE
1191,2,4,20250606,2,3,1,32,0.6,3,HIGH,Shortage,Recommended,TRUE
1192,9,7,20250606,2,3,1,8,0.6,3,HIGH,Shortage,Recommended,TRUE
1193,2,3,20250606,2,3,1,7,0.1,2,HIGH,Shortage,Recommended,TRUE
1194,2,4,20250606,3,3,1,10,0.6,3,HIGH,Preventive,Recommended,TRUE
1195,3,9,20250606,4,3,1,5,2.1,9,HIGH,Shortage,Recommended,TRUE
1196,7,6,20250607,1,1,1,4,0.4,2,HIGH,Balance,Recommended,TRUE
1197,2,3,20250607,1,3,1,15,0.1,2,HIGH,Shortage,Recommended,TRUE
1198,8,9,20250607,1,3,1,11,0.4,2,HIGH,Shortage,Recommended,TRUE
1199,2,3,20250607,2,3,1,18,0.1,2,HIGH,Balance,Recommended,TRUE
1200,8,7,20250607,4,3,1,1,0.2,2,HIGH,Shortage,Recommended,TRUE
1201,6,5,20250607,4,3,1,1,0.5,2,LOW,Shortage,Recommended,TRUE
1202,3,4,20250608,1,1,1,3,0.5,2,HIGH,Shortage,Recommended,TRUE
1203,6,7,20250608,2,3,1,3,0.4,2,HIGH,Shortage,Recommended,TRUE
1204,1,3,20250608,3,1,1,5,0.3,2,HIGH,Shortage,Recommended,TRUE
1205,6,5,20250608,3,1,1,9,0.5,2,HIGH,Balance,Recommended,TRUE
1206,2,5,20250608,3,3,1,37,1.2,5,HIGH,Preventive,Recommended,TRUE
1207,3,4,20250608,4,1,1,3,0.5,2,HIGH,Balance,Recommended,TRUE
1208,6,5,20250608,4,1,1,4,0.5,2,HIGH,Shortage,Recommended,TRUE
1209,6,5,20250608,4,3,1,15,0.5,2,HIGH,Shortage,Recommended,TRUE
1210,8,7,20250608,4,3,1,8,0.2,2,HIGH,Balance,Recommended,TRUE
1211,3,4,20250609,1,3,1,5,0.5,2,HIGH,Balance,Recommended,TRUE
1212,2,6,20250609,1,3,1,10,1.3,6,HIGH,Balance,Recommended,TRUE
1213,2,8,20250609,1,3,1,8,1.8,8,HIGH,Shortage,Recommended,TRUE
1214,2,5,20250609,1,3,1,7,1.2,5,HIGH,Balance,Recommended,TRUE
1215,2,7,20250609,1,3,1,2,1.6,7,MEDIUM,Shortage,Recommended,TRUE
1216,1,2,20250609,2,2,1,4,0.2,2,HIGH,Shortage,Recommended,TRUE
1217,4,3,20250609,2,2,1,3,0.5,2,MEDIUM,Shortage,Recommended,TRUE
1218,10,7,20250609,3,1,1,9,0.9,4,HIGH,Shortage,Recommended,TRUE
1219,2,4,20250609,3,3,1,48,0.6,3,HIGH,Shortage,Recommended,TRUE
1220,2,7,20250609,3,3,1,37,1.6,7,HIGH,Shortage,Recommended,TRUE
1221,2,3,20250609,3,3,1,30,0.1,2,HIGH,Preventive,Recommended,TRUE
1222,3,2,20250609,4,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1223,4,3,20250610,1,1,1,2,0.5,2,HIGH,Shortage,Recommended,TRUE
1224,5,6,20250610,1,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
1225,9,7,20250610,1,3,1,8,0.6,3,HIGH,Shortage,Recommended,TRUE
1226,2,4,20250610,1,3,1,8,0.6,3,HIGH,Shortage,Recommended,TRUE
1227,3,1,20250610,2,1,1,3,0.3,2,HIGH,Balance,Recommended,TRUE
1228,6,5,20250610,2,3,1,15,0.5,2,HIGH,Shortage,Recommended,TRUE
1229,9,10,20250610,3,3,1,12,0.4,2,HIGH,Shortage,Recommended,TRUE
1230,2,7,20250610,3,3,1,18,1.6,7,HIGH,Shortage,Recommended,TRUE
1231,2,6,20250610,3,3,1,17,1.3,6,HIGH,Balance,Recommended,TRUE
1232,5,4,20250610,3,2,1,2,0.6,3,MEDIUM,Balance,Recommended,TRUE
1233,1,3,20250610,4,1,1,5,0.3,2,HIGH,Shortage,Recommended,TRUE
1234,6,7,20250610,4,3,1,5,0.4,2,HIGH,Shortage,Recommended,TRUE
1235,3,4,20250611,1,1,1,3,0.5,2,HIGH,Shortage,Recommended,TRUE
1236,9,7,20250611,1,3,1,20,0.6,3,HIGH,Balance,Recommended,TRUE
1237,3,4,20250611,2,3,1,5,0.5,2,HIGH,Balance,Recommended,TRUE
1238,5,2,20250611,3,1,1,10,1.2,5,HIGH,Shortage,Recommended,TRUE
1239,2,4,20250611,3,3,1,38,0.6,3,HIGH,Shortage,Recommended,TRUE
1240,5,6,20250611,3,3,1,5,0.5,2,HIGH,Preventive,Recommended,TRUE
1241,2,7,20250612,1,3,1,63,1.6,7,HIGH,Shortage,Recommended,TRUE
1242,2,4,20250612,1,3,1,17,0.6,3,HIGH,Shortage,Recommended,TRUE
1243,2,5,20250612,1,3,1,2,1.2,5,MEDIUM,Preventive,Recommended,TRUE
1244,6,7,20250612,2,3,1,7,0.4,2,HIGH,Balance,Recommended,TRUE
1245,3,4,20250612,2,3,1,5,0.5,2,HIGH,Balance,Recommended,TRUE
1246,9,8,20250612,2,3,1,1,0.4,2,LOW,Balance,Recommended,TRUE
1247,3,4,20250612,3,1,1,3,0.5,2,HIGH,Shortage,Recommended,TRUE
1248,9,10,20250612,3,1,1,1,0.4,2,LOW,Shortage,Recommended,TRUE
1249,9,10,20250612,4,3,1,11,0.4,2,HIGH,Shortage,Recommended,TRUE
1250,3,4,20250612,4,3,1,5,0.5,2,HIGH,Shortage,Recommended,TRUE
1251,3,1,20250612,4,1,1,1,0.3,2,LOW,Shortage,Recommended,TRUE
1252,5,2,20250613,1,1,1,10,1.2,5,HIGH,Shortage,Recommended,TRUE
1253,8,7,20250613,1,3,1,11,0.2,2,HIGH,Shortage,Recommended,TRUE
1254,2,3,20250613,1,3,1,15,0.1,2,HIGH,Shortage,Recommended,TRUE
1255,2,1,20250613,1,3,1,12,0.2,2,HIGH,Shortage,Recommended,TRUE
1256,7,1,20250613,1,1,1,1,1.9,8,LOW,Shortage,Recommended,TRUE
1257,5,1,20250613,2,1,1,10,1.4,6,HIGH,Shortage,Recommended,TRUE
1258,6,3,20250613,2,1,1,8,1.2,5,HIGH,Shortage,Recommended,TRUE
1259,6,5,20250613,2,2,1,7,0.5,2,HIGH,Shortage,Recommended,TRUE
1260,2,1,20250613,2,3,1,34,0.2,2,HIGH,Shortage,Recommended,TRUE
1261,2,4,20250613,2,3,1,34,0.6,3,HIGH,Shortage,Recommended,TRUE
1262,2,3,20250613,2,3,1,25,0.1,2,HIGH,Balance,Recommended,TRUE
1263,8,6,20250613,2,3,1,4,0.6,3,HIGH,Shortage,Recommended,TRUE
1264,3,1,20250613,3,1,1,3,0.3,2,HIGH,Preventive,Recommended,TRUE
1265,2,1,20250613,3,3,1,23,0.2,2,HIGH,Shortage,Recommended,TRUE
1266,8,7,20250613,3,3,1,5,0.2,2,HIGH,Shortage,Recommended,TRUE
1267,2,5,20250613,3,3,1,12,1.2,5,HIGH,Shortage,Recommended,TRUE
1268,7,6,20250613,3,2,1,3,0.4,2,MEDIUM,Shortage,Recommended,TRUE
1269,6,4,20250614,1,1,1,7,0.7,3,HIGH,Shortage,Recommended,TRUE
1270,7,1,20250614,1,1,1,8,1.9,8,HIGH,Shortage,Recommended,TRUE
1271,2,1,20250614,1,3,1,18,0.2,2,HIGH,Shortage,Recommended,TRUE
1272,3,2,20250614,2,1,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1273,3,2,20250614,2,2,1,3,0.1,2,HIGH,Shortage,Recommended,TRUE
1274,8,6,20250614,2,3,1,11,0.6,3,HIGH,Balance,Recommended,TRUE
1275,5,3,20250614,3,1,1,10,1.1,5,HIGH,Shortage,Recommended,TRUE
1276,6,2,20250614,3,1,1,2,1.3,6,HIGH,Shortage,Recommended,TRUE
1277,9,6,20250614,3,3,1,8,1.0,4,HIGH,Shortage,Recommended,TRUE
